system:index,band,correlation,.geo
262,HH_SR_B7_savg,-0.13334960932247208,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,HH_SR_B7_svar,-0.017310896199645407,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,HH_SR_B7_sent,0.006045144448162699,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,HH_SR_B7_ent,0.006073002318710109,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,HH_SR_B7_dvar,-0.0229090290763112,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,HH_SR_B7_dent,0.006935436498935856,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,HH_SR_B7_imcorr1,-0.002933596388816583,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,HH_SR_B7_imcorr2,0.00603951356638823,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,HH_SR_B7_maxcorr,NaN,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,HH_SR_B7_diss,-0.028550468686135342,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,HH_SR_B7_inertia,-0.018563035211037464,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,HH_SR_B7_shade,0.022016792443805208,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,HH_SR_B7_prom,-0.019401551547024158,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,HH_Blue,-0.34125673059083045,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,HH_Green,-0.3896164867291302,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,HH_Red,-0.3483747546681987,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,HH_NIR,-0.31575265380248496,"{""type"":""MultiPoint"",""coordinates"":[]}"
