elevation,slope,aspect,hillshade,brightness,greenness,wetness,TCD,TCA,SR_B2_asm,SR_B2_contrast,SR_B2_corr,SR_B2_var,SR_B2_idm,SR_B2_savg,SR_B2_svar,SR_B2_sent,SR_B2_ent,SR_B2_dvar,SR_B2_dent,SR_B2_imcorr1,SR_B2_imcorr2,SR_B2_maxcorr,SR_B2_diss,SR_B2_inertia,SR_B2_shade,SR_B2_prom,SR_B3_asm,SR_B3_contrast,SR_B3_corr,SR_B3_var,SR_B3_idm,SR_B3_savg,SR_B3_svar,SR_B3_sent,SR_B3_ent,SR_B3_dvar,SR_B3_dent,SR_B3_imcorr1,SR_B3_imcorr2,SR_B3_maxcorr,SR_B3_diss,SR_B3_inertia,SR_B3_shade,SR_B3_prom,SR_B4_asm,SR_B4_contrast,SR_B4_corr,SR_B4_var,SR_B4_idm,SR_B4_savg,SR_B4_svar,SR_B4_sent,SR_B4_ent,SR_B4_dvar,SR_B4_dent,SR_B4_imcorr1,SR_B4_imcorr2,SR_B4_maxcorr,SR_B4_diss,SR_B4_inertia,SR_B4_shade,SR_B4_prom,SR_B5_asm,SR_B5_contrast,SR_B5_corr,SR_B5_var,SR_B5_idm,SR_B5_savg,SR_B5_svar,SR_B5_sent,SR_B5_ent,SR_B5_dvar,SR_B5_dent,SR_B5_imcorr1,SR_B5_imcorr2,SR_B5_maxcorr,SR_B5_diss,SR_B5_inertia,SR_B5_shade,SR_B5_prom,SR_B6_asm,SR_B6_contrast,SR_B6_corr,SR_B6_var,SR_B6_idm,SR_B6_savg,SR_B6_svar,SR_B6_sent,SR_B6_ent,SR_B6_dvar,SR_B6_dent,SR_B6_imcorr1,SR_B6_imcorr2,SR_B6_maxcorr,SR_B6_diss,SR_B6_inertia,SR_B6_shade,SR_B6_prom,SR_B7_asm,SR_B7_contrast,SR_B7_corr,SR_B7_var,SR_B7_idm,SR_B7_savg,SR_B7_svar,SR_B7_sent,SR_B7_ent,SR_B7_dvar,SR_B7_dent,SR_B7_imcorr1,SR_B7_imcorr2,SR_B7_maxcorr,SR_B7_diss,SR_B7_inertia,SR_B7_shade,SR_B7_prom,Blue,Green,Red,NIR,SWIR1,SWIR2,QA_PIXEL,'NDVI','GNDVI','NBR','NDWI','NDWI1','MNDWI','SIPI','NDMI','NDSI','RECl',EVI','EVI2','SR','LAI','GVI','RVI','GRVI','DVI','SAVI','OSAVI','ARVI','VARI','SLAVI','NDGI','GCVI','GRNDVI','GBNDVI','RBNDVI','BNDVI','RGRI',HH,HV
-0.324302793,-0.248613321,-0.062405119,-0.224187093,0.628097324,0.030407327,-0.656523487,0.540232011,-0.355749974,-0.046230751,0.346961432,0.152494388,0.371791409,-0.317575776,0.956094069,0.383142377,0.043042381,0.043042381,0.183666842,0.043042381,0.032652687,0.054822969,NaN,0.513924441,0.346961432,-0.094137944,0.243131077,-0.046230751,0.217680444,0.037643779,0.192511904,-0.062439211,,0.148751171,0.043042381,0.043042381,0.076021072,0.043042381,0.032652687,0.054822969,NaN,0.329265869,0.217680444,-0.192237846,0.053890656,-0.046230751,0.422307829,0.103138675,0.427632476,-0.29036338,0.978634107,0.402139967,0.037219519,0.043042381,0.208509683,0.089093484,0.032652687,0.054822969,NaN,0.643738174,0.422307829,0.010517435,0.21867369,-0.049689499,-0.289247685,-0.069894023,-0.263981671,-0.036889481,0.303452076,-0.226884876,0.043042381,0.04732421,-0.247694844,0.043042381,-0.021997645,0.097793727,NaN,-0.297307073,-0.289247685,-0.285118296,-0.223036824,-0.046230751,-0.197084975,0.045813961,-0.200795527,0.580223109,0.853842569,-0.181973179,0.0760549,0.043042381,-0.177418105,0.0760549,0.032652687,0.054822969,NaN,-0.265936067,-0.197084975,-0.340817615,-0.161875085,-0.046230751,0.161616739,0.204263682,0.186676879,-0.309763308,0.959305686,0.198681496,0.043042381,0.043042381,0.061098449,0.043042381,0.032652687,0.054822969,NaN,0.300226738,0.161616739,-0.138396532,0.046426848,0.735963779,0.809943084,0.791505716,0.323791445,0.651345044,0.7362052,NaN,-0.090268331,-0.034085886,-0.478557971,0.034085886,-0.478557971,-0.441840295,0.648069541,-0.478557971,0.034085886,-0.101081949,-0.552034636,-0.093782648,-0.101081903,-0.552034636,0.165887905,-0.101081903,-0.034085886,0.089723759,-0.090262904,-0.090266546,-0.218451484,-0.397217588,-0.207559535,-0.379003166,-0.052546907,0.379003166,0.01168861,-0.019138062,0.067611977,-0.052547036,-0.272566138,-0.405068825
-0.088059396,0.143695042,-0.212112133,-0.154477263,-0.209102172,-0.017319713,0.330450985,-0.18224917,0.101766153,-0.221846912,0.574786775,0.557031377,0.67875891,0.132168497,0.124503636,0.768329883,0.228547314,0.228547314,0.530451389,0.228547314,0.243540812,0.196765728,NaN,0.598274455,0.574786775,0.463639579,0.672219469,-0.221846912,0.810097689,0.542241116,0.951547066,-0.249904594,0.148751171,,0.228547314,0.228547314,0.731401863,0.228547314,0.243540812,0.196765728,NaN,0.80364422,0.810097689,0.621287379,0.944795049,-0.221846912,0.579272296,0.609372609,0.717012788,0.187686976,0.142798001,0.813393501,0.238098911,0.228547314,0.575313365,0.230718948,0.243540812,0.196765728,NaN,0.553455566,0.579272296,0.563774395,0.636282648,-0.224085867,0.465986554,0.132480792,0.414510556,-0.069602889,-0.125523444,0.347042346,0.228547314,0.231301747,0.269305267,0.228547314,0.172141097,0.19964601,NaN,0.510810204,0.465986554,-0.144691256,0.217399381,-0.221846912,0.625996046,0.507288323,0.73808696,-0.116190109,-0.125142205,0.763781351,0.249095913,0.228547314,0.510843067,0.249095913,0.243540812,0.196765728,NaN,0.60861233,0.625996046,0.405833448,0.769469962,-0.221846912,0.583605891,0.553553589,0.734365202,-0.418518824,-0.021731189,0.840364116,0.228547314,0.228547314,0.533549044,0.228547314,0.243540812,0.196765728,NaN,0.591658816,0.583605891,0.546278332,0.742804051,-0.243140296,-0.20621603,-0.236441556,-0.101671204,-0.260558495,-0.306955175,NaN,0.012792702,-0.024738221,0.219199854,0.024738221,0.219199854,0.256027554,-0.175020729,0.219199854,0.024738221,0.018710677,0.114379945,0.014571574,0.018710765,0.114379945,-0.072441574,0.018710765,-0.024738221,-0.031944347,0.012791228,0.012792255,0.044811092,0.219164218,0.089126243,0.220099708,-0.017674557,-0.220099708,-0.023324611,-0.003867082,-0.02675883,-0.017674626,0.092854911,0.044500947
-0.042105684,-0.08304548,0.158108694,0.188889072,0.051840896,0.1596796,0.147461585,0.082323003,0.160319649,-0.998190138,0.108022561,0.276382431,0.14489363,0.098689572,0.024498242,0.181244957,1,1,0.133301611,1,0.983929985,0.970754447,NaN,0.067698356,0.108022561,0.113652833,0.143417795,-0.998190138,0.14273404,0.277412169,0.195229254,0.077344817,0.043042381,0.228547314,,1,0.169590906,1,0.983929985,0.970754447,NaN,0.087571096,0.14273404,0.13133997,0.191574607,-0.998190138,0.067526572,0.266170464,0.125336593,0.13051059,0.004537577,0.178617047,0.994682055,1,0.131880681,0.948741204,0.983929985,0.970754447,NaN,-0.035243993,0.067526572,0.146107616,0.157341318,-0.997463214,0.260256385,-0.008771197,0.238217554,0.052635094,0.093906144,0.205335888,1,0.998971652,0.25262473,1,0.836636574,0.811697857,NaN,0.312157662,0.260256385,-0.041539588,0.140020412,-0.998190138,0.188011014,0.142555709,0.221681575,0.084069969,0.023179917,0.22940311,0.995890323,1,0.212610631,0.995890323,0.983929985,0.970754447,NaN,0.143518858,0.188011014,0.087184387,0.203127556,-0.998190138,0.103989294,0.207347358,0.159604778,0.06597641,0.011941906,0.208381932,1,1,0.142840322,1,0.983929985,0.970754447,NaN,0.054589369,0.103989294,0.127793694,0.171953136,-0.071155275,-0.024284786,-0.073688707,0.136020644,-0.011708717,-0.076337945,NaN,0.168009473,0.155840368,0.217750052,-0.155840368,0.217750052,0.011135727,-0.097229553,0.217750052,-0.155840368,0.178132271,-0.00224536,0.171505158,0.178132252,-0.00224536,0.145516125,0.178132252,0.155840368,0.164352655,0.16800926,0.168009383,0.173357032,0.204847346,0.201593605,0.204672256,0.165732271,-0.204672256,0.158294532,0.165150748,0.154020918,0.165732317,0.104794616,0.169412217
-0.042105684,-0.08304548,0.158108694,0.188889072,0.051840896,0.1596796,0.147461585,0.082323003,0.160319649,-0.998190138,0.108022561,0.276382431,0.14489363,0.098689572,0.024498242,0.181244957,1,1,0.133301611,1,0.983929985,0.970754447,NaN,0.067698356,0.108022561,0.113652833,0.143417795,-0.998190138,0.14273404,0.277412169,0.195229254,0.077344817,0.043042381,0.228547314,1,,0.169590906,1,0.983929985,0.970754447,NaN,0.087571096,0.14273404,0.13133997,0.191574607,-0.998190138,0.067526572,0.266170464,0.125336593,0.13051059,0.004537577,0.178617047,0.994682055,1,0.131880681,0.948741204,0.983929985,0.970754447,NaN,-0.035243993,0.067526572,0.146107616,0.157341318,-0.997463214,0.260256385,-0.008771197,0.238217554,0.052635094,0.093906144,0.205335888,1,0.998971652,0.25262473,1,0.836636574,0.811697857,NaN,0.312157662,0.260256385,-0.041539588,0.140020412,-0.998190138,0.188011014,0.142555709,0.221681575,0.084069969,0.023179917,0.22940311,0.995890323,1,0.212610631,0.995890323,0.983929985,0.970754447,NaN,0.143518858,0.188011014,0.087184387,0.203127556,-0.998190138,0.103989294,0.207347358,0.159604778,0.06597641,0.011941906,0.208381932,1,1,0.142840322,1,0.983929985,0.970754447,NaN,0.054589369,0.103989294,0.127793694,0.171953136,-0.071155275,-0.024284786,-0.073688707,0.136020644,-0.011708717,-0.076337945,NaN,0.168009473,0.155840368,0.217750052,-0.155840368,0.217750052,0.011135727,-0.097229553,0.217750052,-0.155840368,0.178132271,-0.00224536,0.171505158,0.178132252,-0.00224536,0.145516125,0.178132252,0.155840368,0.164352655,0.16800926,0.168009383,0.173357032,0.204847346,0.201593605,0.204672256,0.165732271,-0.204672256,0.158294532,0.165150748,0.154020918,0.165732317,0.104794616,0.169412217
-0.003934339,0.284171711,-0.149706691,-0.004612803,-0.342174412,-0.106848107,0.346702642,-0.313150739,0.109532069,-0.162866537,0.788011974,0.095635672,0.790420186,0.193325656,0.104791269,0.755403582,0.169590906,0.169590906,0.840202742,0.169590906,0.185919811,0.139011881,NaN,0.71348234,0.788011974,0.644814991,0.743244249,-0.162866537,0.924973489,0.028774807,0.870337146,-0.248262935,0.076021072,0.731401863,0.169590906,0.169590906,,0.169590906,0.185919811,0.139011881,NaN,0.814850357,0.924973489,0.654191522,0.739301849,-0.162866537,0.82830538,0.155922539,0.834724867,0.307930937,0.145116248,0.780672132,0.179679821,0.169590906,0.888023741,0.135553565,0.185919811,0.139011881,NaN,0.692999479,0.82830538,0.714124554,0.754767006,-0.155940477,0.332627317,-0.26760899,0.183167298,0.137601402,-0.292504208,0.054390608,0.169590906,0.160984137,0.307922046,0.169590906,0.255080534,0.014963318,NaN,0.342166832,0.332627317,-0.121369315,-0.029463241,-0.162866537,0.713666191,0.008143036,0.604838809,-0.158270914,-0.167510931,0.432488799,0.18864142,0.169590906,0.792335619,0.18864142,0.185919811,0.139011881,NaN,0.610211913,0.713666191,0.5426464,0.40146729,-0.162866537,0.84298436,0.070163529,0.833911006,-0.358365477,-0.00690891,0.751211737,0.169590906,0.169590906,0.859089498,0.169590906,0.185919811,0.139011881,NaN,0.745479351,0.84298436,0.700162003,0.753050052,-0.312253259,-0.317809819,-0.289151775,-0.227251861,-0.36395849,-0.364159442,NaN,-0.066888475,-0.090614415,0.200212745,0.090614415,0.200212745,0.327891541,-0.146594986,0.200212745,0.090614415,-0.067221998,0.10815677,-0.067144519,-0.067221986,0.10815677,-0.184556734,-0.067221986,-0.090614415,-0.14603155,-0.066890793,-0.066889197,-0.028226937,0.081053277,0.013222113,0.07624116,-0.08854048,-0.07624116,-0.100429053,-0.088158846,-0.110470993,-0.088540497,0.137326199,0.07841122
-0.042105684,-0.08304548,0.158108694,0.188889072,0.051840896,0.1596796,0.147461585,0.082323003,0.160319649,-0.998190138,0.108022561,0.276382431,0.14489363,0.098689572,0.024498242,0.181244957,1,1,0.133301611,1,0.983929985,0.970754447,NaN,0.067698356,0.108022561,0.113652833,0.143417795,-0.998190138,0.14273404,0.277412169,0.195229254,0.077344817,0.043042381,0.228547314,1,1,0.169590906,,0.983929985,0.970754447,NaN,0.087571096,0.14273404,0.13133997,0.191574607,-0.998190138,0.067526572,0.266170464,0.125336593,0.13051059,0.004537577,0.178617047,0.994682055,1,0.131880681,0.948741204,0.983929985,0.970754447,NaN,-0.035243993,0.067526572,0.146107616,0.157341318,-0.997463214,0.260256385,-0.008771197,0.238217554,0.052635094,0.093906144,0.205335888,1,0.998971652,0.25262473,1,0.836636574,0.811697857,NaN,0.312157662,0.260256385,-0.041539588,0.140020412,-0.998190138,0.188011014,0.142555709,0.221681575,0.084069969,0.023179917,0.22940311,0.995890323,1,0.212610631,0.995890323,0.983929985,0.970754447,NaN,0.143518858,0.188011014,0.087184387,0.203127556,-0.998190138,0.103989294,0.207347358,0.159604778,0.06597641,0.011941906,0.208381932,1,1,0.142840322,1,0.983929985,0.970754447,NaN,0.054589369,0.103989294,0.127793694,0.171953136,-0.071155275,-0.024284786,-0.073688707,0.136020644,-0.011708717,-0.076337945,NaN,0.168009473,0.155840368,0.217750052,-0.155840368,0.217750052,0.011135727,-0.097229553,0.217750052,-0.155840368,0.178132271,-0.00224536,0.171505158,0.178132252,-0.00224536,0.145516125,0.178132252,0.155840368,0.164352655,0.16800926,0.168009383,0.173357032,0.204847346,0.201593605,0.204672256,0.165732271,-0.204672256,0.158294532,0.165150748,0.154020918,0.165732317,0.104794616,0.169412217
0.011046891,-0.08304548,0.158108694,0.188889072,0.024137703,0.178481997,0.212592921,0.062786821,0.201657094,-0.971411477,0.091481942,0.272830699,0.129952753,0.113081891,-0.013111061,0.168897608,0.983929985,0.983929985,0.129187811,0.983929985,1,0.91228796,NaN,0.037172102,0.091481942,0.123724827,0.146977547,-0.971411477,0.160659988,0.269496566,0.212527668,0.084858214,0.032652687,0.243540812,0.983929985,0.983929985,0.185919811,0.983929985,,0.91228796,NaN,0.10594913,0.160659988,0.143151798,0.206656244,-0.971411477,0.082604171,0.256687159,0.139881395,0.142033452,0.004966473,0.19152374,0.997087429,0.983929985,0.144872277,0.953810488,1,0.91228796,NaN,-0.019839397,0.082604171,0.15830541,0.169896609,-0.970526,0.262621886,0.003418788,0.243527968,0.058136067,0.070743838,0.212596976,0.983929985,0.982717328,0.264141842,0.983929985,0.851923825,0.759431042,NaN,0.300372493,0.262621886,-0.043365281,0.150586643,-0.971411477,0.202371428,0.141199725,0.235117743,0.091593756,0.00124019,0.240449765,0.979485173,0.983929985,0.224855331,0.979485173,1,0.91228796,NaN,0.153861789,0.202371428,0.097128487,0.217900041,-0.971411477,0.097104345,0.209483054,0.153267067,0.073887226,-0.000585966,0.203211503,0.983929985,0.983929985,0.141562428,0.983929985,1,0.91228796,NaN,0.037598798,0.097104345,0.138204493,0.178915954,-0.148159267,-0.058537787,-0.102497728,0.137691449,-0.051296888,-0.132391045,NaN,0.184774063,0.174919956,0.276885631,-0.174919956,0.276885631,0.045503134,-0.0477322,0.276885631,-0.174919956,0.195707013,-0.08797274,0.188553039,0.195706992,-0.08797274,0.151763182,0.195706992,0.174919956,0.175072641,0.184773669,0.184773914,0.176998109,0.203012526,0.236152553,0.205600382,0.185372076,-0.205600382,0.183672456,0.189140095,0.185207289,0.185372116,0.088103167,0.168160908
-0.11143046,-0.08304548,0.158108694,0.188889072,0.086452812,0.126278871,0.052390894,0.104403928,0.096587018,-0.98343486,0.124768938,0.267103182,0.157614101,0.074319873,0.073819792,0.188629766,0.970754447,0.970754447,0.132054089,0.970754447,0.91228796,1,NaN,0.105299609,0.124768938,0.094331081,0.131338416,-0.98343486,0.111373455,0.27394797,0.162042911,0.063309559,0.054822969,0.196765728,0.970754447,0.970754447,0.139011881,0.970754447,0.91228796,,,0.05840783,0.111373455,0.108779502,0.161554664,-0.98343486,0.043820196,0.265385777,0.099406808,0.108380826,0.003730161,0.152180333,0.940865965,0.970754447,0.107706466,0.893679575,0.91228796,1,NaN,-0.054163901,0.043820196,0.12227723,0.132459,-0.982958083,0.243841206,-0.024715125,0.21896354,0.042562176,0.12027352,0.185131217,0.970754447,0.970026203,0.224292902,0.970754447,0.773537233,0.840696089,NaN,0.312129373,0.243841206,-0.036972477,0.118693282,-0.98343486,0.159142003,0.137129589,0.192343025,0.069678752,0.051500081,0.202884706,0.96730436,0.970754447,0.18533534,0.96730436,0.91228796,1,NaN,0.12231406,0.159142003,0.069380577,0.172935787,-0.98343486,0.107958304,0.193931714,0.160009821,0.051984916,0.0281789,0.204737081,0.970754447,0.970754447,0.137294735,0.970754447,0.91228796,1,NaN,0.074657931,0.107958304,0.107297307,0.153847097,0.035998358,0.023004803,-0.031206477,0.1268572,0.042114719,0.002909853,NaN,0.13692507,0.122262178,0.127166584,-0.122262178,0.127166584,-0.035639026,-0.158836543,0.127166584,-0.122262178,0.145443815,0.113133016,0.139862093,0.1454438,0.113133016,0.129716843,0.1454438,0.122262178,0.141581442,0.136925109,0.136925062,0.159645825,0.196897363,0.14487608,0.193016277,0.130897817,-0.193016277,0.116123154,0.124497718,0.104257154,0.130897868,0.121907938,0.162479641
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.08579992,0.126634525,-0.26121692,-0.255616638,0.002839203,0.129363946,0.104065618,0.030323042,0.16626528,-0.080748949,0.766616186,0.094360471,0.777257319,-0.011474794,0.264760526,0.752536814,0.087571096,0.087571096,0.673926128,0.087571096,0.10594913,0.05840783,NaN,0.816338794,0.766616186,0.379688645,0.692815411,-0.080748949,0.96301256,0.046196009,0.928335434,-0.170026827,0.329265869,0.80364422,0.087571096,0.087571096,0.814850357,0.087571096,0.10594913,0.05840783,NaN,,0.96301256,0.394331781,0.740134577,-0.080748949,0.821213942,0.153702827,0.826427267,0.13284963,0.319497275,0.771678051,0.098517881,0.087571096,0.729576777,0.087577565,0.10594913,0.05840783,NaN,0.842584395,0.821213942,0.529914522,0.67699264,-0.076430088,0.334180507,-0.064568236,0.251976267,0.055872766,0.065368512,0.171200342,0.087571096,0.082209066,0.306546408,0.087571096,0.150557051,-0.014720435,NaN,0.335569807,0.334180507,-0.258161573,0.063138394,-0.080748949,0.741360218,0.07750297,0.700611023,-0.098461003,0.143933801,0.583187531,0.120766496,0.087571096,0.647151466,0.120766496,0.10594913,0.05840783,NaN,0.708057064,0.741360218,0.256043447,0.54626621,-0.080748949,0.820044107,0.097641642,0.836406195,-0.396652898,0.224804802,0.782142254,0.087571096,0.087571096,0.671128666,0.087571096,0.10594913,0.05840783,NaN,0.88931068,0.820044107,0.483315254,0.705472713,-0.145234511,-0.040137525,-0.078471106,0.08335546,-0.025476623,-0.090524368,NaN,0.127139645,0.116416313,0.14868759,-0.116416313,0.14868759,-0.004705393,-0.007605581,0.14868759,-0.116416313,0.122838972,-0.127817782,0.125694336,0.122839032,-0.127817782,0.099305058,0.122839032,0.116416313,0.111105791,0.127139309,0.127139572,0.10706742,0.149550809,0.146737153,0.15902386,0.11288036,-0.15902386,0.130310055,0.135659914,0.144045267,0.112880323,0.096877268,0.058819598
0.020583421,0.190253422,-0.217431115,-0.125645357,-0.173605418,0.023131927,0.232912661,-0.142492739,0.152993435,-0.135665755,0.817964874,0.101460095,0.821838757,0.070176774,0.196851496,0.787038659,0.14273404,0.14273404,0.765395365,0.14273404,0.160659988,0.111373455,NaN,0.81095599,0.817964874,0.484510524,0.761683978,-0.135665755,1,0.044986951,0.951133609,-0.208772238,0.217680444,0.810097689,0.14273404,0.14273404,0.924973489,0.14273404,0.160659988,0.111373455,NaN,0.96301256,,0.507652266,0.794898933,-0.135665755,0.866517067,0.157238834,0.867463062,0.264073273,0.24166696,0.805106786,0.153638031,0.14273404,0.829866597,0.138741327,0.160659988,0.111373455,NaN,0.805407719,0.866517067,0.634420135,0.763878474,-0.131084433,0.348584261,-0.12682672,0.239902,0.06359856,-0.116292988,0.139240924,0.14273404,0.137039593,0.328242241,0.14273404,0.200252974,0.026261661,NaN,0.348082096,0.348584261,-0.245337514,0.034977714,-0.135665755,0.756319599,0.064087271,0.688019439,-0.153359995,-0.010911504,0.545448526,0.166304045,0.14273404,0.720205785,0.166304045,0.160659988,0.111373455,NaN,0.694707239,0.756319599,0.365486502,0.508879321,-0.135665755,0.858279412,0.087110765,0.860259919,-0.371411046,0.113287556,0.787722378,0.14273404,0.14273404,0.764468407,0.14273404,0.160659988,0.111373455,NaN,0.852775085,0.858279412,0.57682491,0.750729475,-0.250026194,-0.191645783,-0.201893346,-0.067874334,-0.198754246,-0.239383014,NaN,0.043340988,0.023359365,0.184869811,-0.023359365,0.184869811,0.158041433,-0.09031966,0.184869811,-0.023359365,0.040736474,-0.012768351,0.042399453,0.040736516,-0.012768351,-0.033851588,0.040736516,0.023359365,-0.007590243,0.043339569,0.04334056,0.05305859,0.140048193,0.09321213,0.143270699,0.022513562,-0.143270699,0.026231977,0.036479714,0.02870352,0.022513541,0.141452845,0.090277336
0.07472276,0.041955032,-0.113828255,0.13616379,-0.395332587,-0.208770225,0.325929685,-0.381294992,-0.023053805,-0.126413201,0.30983565,0.33968041,0.395623071,0.214500671,-0.172729377,0.47740029,0.13133997,0.13133997,0.473639503,0.13133997,0.143151798,0.108779502,NaN,0.225559169,0.30983565,0.822527377,0.48992982,-0.126413201,0.507652266,0.29121868,0.593465063,-0.186135816,-0.192237846,0.621287379,0.13133997,0.13133997,0.654191522,0.13133997,0.143151798,0.108779502,NaN,0.394331781,0.507652266,,0.70278248,-0.126413201,0.454281556,0.38067572,0.558055968,0.477312615,-0.113235685,0.629365214,0.138672214,0.13133997,0.591815508,0.13595778,0.143151798,0.108779502,NaN,0.303397369,0.454281556,0.823457136,0.633681687,-0.127247921,0.119345961,-0.123889684,-0.018562867,0.012858761,-0.354132581,-0.125048792,0.13133997,0.132363284,-0.040624771,0.13133997,0.108036307,0.10435868,NaN,0.20044493,0.119345961,0.275754042,-0.191371833,-0.126413201,0.368746192,0.17007511,0.354959274,-0.126735705,-0.319231638,0.302077225,0.141433209,0.13133997,0.321541394,0.141433209,0.143151798,0.108779502,NaN,0.340069876,0.368746192,0.799379684,0.331679298,-0.126413201,0.444913165,0.286688427,0.525636967,-0.170677649,-0.219905736,0.570884548,0.13133997,0.13133997,0.501107174,0.13133997,0.143151798,0.108779502,NaN,0.343104823,0.444913165,0.788082389,0.621898047,-0.276671122,-0.349109496,-0.307152719,-0.318833539,-0.390243476,-0.377070755,NaN,-0.171632778,-0.203050176,0.095788242,0.203050176,0.095788242,0.368977357,-0.211293121,0.095788242,0.203050176,-0.155958523,0.279328157,-0.166918644,-0.155958494,0.279328157,-0.273835462,-0.155958494,-0.203050176,-0.235604809,-0.17163507,-0.171633529,-0.104360763,0.051514461,-0.085123248,0.041005506,-0.185751155,-0.041005506,-0.219800865,-0.203384013,-0.243943698,-0.185751153,0.088867859,0.044035388
-0.078400071,0.067132266,-0.15458911,-0.001504158,-0.30946085,-0.12525157,0.325744312,-0.292019218,0.02815673,-0.185111545,0.5263493,0.457592566,0.62151578,0.149001223,0.04761813,0.703489152,0.191574607,0.191574607,0.482742532,0.191574607,0.206656244,0.161554664,NaN,0.531548822,0.5263493,0.481235448,0.682639528,-0.185111545,0.794898933,0.440699128,0.914501155,-0.236407905,0.053890656,0.944795049,0.191574607,0.191574607,0.739301849,0.191574607,0.206656244,0.161554664,NaN,0.740134577,0.794898933,0.70278248,,-0.185111545,0.557331016,0.492892026,0.671632516,0.399736071,0.07294741,0.746013489,0.201030947,0.191574607,0.566214383,0.204935864,0.206656244,0.161554664,NaN,0.496276613,0.557331016,0.599336609,0.669973846,-0.188931548,0.398713107,0.075585986,0.327615936,-0.118869497,-0.253051941,0.250539267,0.191574607,0.196294778,0.228468027,0.191574607,0.118520487,0.193237297,NaN,0.428101425,0.398713107,-0.12763114,0.139272707,-0.185111545,0.551170738,0.424593808,0.633713773,-0.196801296,-0.214050674,0.642574298,0.206315439,0.191574607,0.447369851,0.206315439,0.206656244,0.161554664,NaN,0.5338978,0.551170738,0.43681237,0.667417917,-0.185111545,0.518168038,0.442162676,0.640795063,-0.280450194,-0.092323702,0.723236419,0.191574607,0.191574607,0.469802959,0.191574607,0.206656244,0.161554664,NaN,0.514682489,0.518168038,0.524376864,0.676410162,-0.284661647,-0.280290057,-0.280423671,-0.22421253,-0.329834529,-0.349555142,NaN,-0.087780989,-0.127411619,0.142008994,0.127411619,0.142008994,0.315072152,-0.184070003,0.142008994,0.127411619,-0.080768474,0.179864865,-0.08571714,-0.080768423,0.179864865,-0.184065438,-0.080768423,-0.127411619,-0.145594241,-0.087782953,-0.087781609,-0.04238525,0.152856385,-0.01084122,0.1509556,-0.118381307,-0.1509556,-0.130546879,-0.110218324,-0.138626114,-0.118381336,0.06849136,0.03335973
